poste,heure,vitesse,debit,occupation
M3q,14:12,79.34,278.62,0.07779
M3q,14:18,79.01,278.32,0.07743
M3q,14:24,79.02,280.91,0.07934
M3q,14:30,78.47,274.06,0.07857
M3q,14:36,77.84,272.56,0.07944
M3q,14:42,77.51,272.62,0.08016
M3q,14:48,77.41,264.00,0.07879
M3q,14:54,77.85,265.71,0.07856
M3q,15:00,77.46,266.79,0.07964
M3q,15:06,77.30,275.68,0.08361
M3q,15:12,77.11,277.32,0.08304
M3q,15:18,77.44,278.30,0.08214
M3q,15:24,78.48,283.71,0.08151
M3q,15:30,78.84,286.21,0.08083
M3q,15:36,78.79,285.52,0.07989
M3q,15:42,78.14,266.32,0.07603
M3q,15:48,77.53,271.79,0.07633
M3q,15:54,77.38,271.38,0.07700
M3q,16:00,77.67,267.50,0.07596
M3q,16:06,76.91,295.38,0.08287
M3q,16:12,76.47,298.91,0.08644
M3q,16:18,75.45,315.36,0.08994
M3q,16:24,76.57,297.15,0.08470
M3q,16:30,75.98,292.68,0.08356
M3q,16:36,76.57,289.47,0.08173
M3q,16:42,77.02,277.85,0.07652
M3q,16:48,77.46,293.64,0.08061
M3q,16:54,76.75,288.39,0.08055
M3q,17:00,76.91,293.38,0.08100
M3q,17:06,76.13,296.28,0.08275
M3q,17:12,75.60,302.50,0.08451
M3q,17:18,75.91,307.45,0.08735
M3q,17:24,75.91,300.69,0.08322
M3q,17:30,75.77,293.50,0.08185
M3q,17:36,75.42,298.84,0.08191
M3q,17:42,75.35,301.34,0.08354
M3q,17:48,73.72,284.87,0.08652
M3q,17:54,74.06,281.81,0.08155
M3q,18:00,73.30,283.39,0.08789
M3q,18:06,73.12,284.06,0.08704
M3q,18:12,73.02,288.03,0.08679
M3q,18:18,72.35,285.23,0.08562
M3q,18:24,72.91,275.63,0.07645
M3q,18:30,73.50,274.80,0.07608
M3q,18:36,73.92,281.93,0.07756
M3q,18:42,75.49,266.33,0.07397
M3q,18:48,75.47,257.33,0.06987
M3q,18:54,73.30,244.90,0.06700
M3q,19:00,75.76,250.45,0.06869
M3q,19:06,75.88,261.76,0.07082
M3q,19:12,75.85,265.31,0.07131
M3q,19:18,76.47,263.97,0.07028
M3q,19:24,76.11,256.45,0.06798
M3q,19:30,77.21,244.34,0.06337
M3q,19:36,77.86,242.97,0.06357
M3q,19:42,77.58,231.03,0.06087
M3q,19:48,77.38,225.17,0.05832
M3q,19:54,78.18,214.45,0.05555
M3q,20:00,79.30,199.17,0.05061
M3q,20:06,80.45,195.45,0.05001
M3q,20:12,80.22,200.00,0.05097
M3q,20:18,79.88,185.72,0.04779
M3q,20:24,80.68,171.59,0.04410
M3q,20:30,80.55,159.83,0.04138
M3q,20:36,81.04,146.52,0.03794
M3q,20:42,80.98,138.39,0.03549
M3q,20:48,81.48,123.86,0.03275
M3q,20:54,81.46,120.78,0.03215
M3q,21:00,81.40,110.90,0.03025
M3q,21:06,78.66,115.31,0.03000
M3q,21:12,81.37,114.64,0.02983
M3q,21:18,78.63,115.76,0.02999
M3q,21:24,81.35,114.39,0.02978
M3q,21:30,81.49,113.52,0.03029
M3q,21:36,81.49,102.87,0.02819
M3q,21:42,81.71,101.07,0.02798
M3q,21:48,81.60,104.29,0.02869
M3q,21:54,81.64,98.97,0.02610
M3q,22:00,81.41,96.84,0.02560
M3q,22:06,81.56,96.13,0.02547
M3q,22:12,81.51,94.00,0.02491
M3q,22:18,82.04,87.53,0.02322
M3q,22:24,81.84,85.77,0.02325
M3q,22:30,81.93,86.17,0.02263
M3q,22:36,81.69,80.93,0.02166
M3q,22:42,81.74,80.27,0.02094
M3q,22:48,81.57,77.77,0.02060
M3q,22:54,81.81,77.77,0.02071
M3q,23:00,81.69,75.93,0.02051
M3q,23:06,81.71,73.20,0.01966
M3q,23:12,81.30,74.16,0.02026
M3q,23:18,81.99,72.55,0.01922
M3q,23:24,81.87,69.88,0.01889
M3q,23:30,82.09,69.62,0.01840
M3q,23:36,81.94,63.84,0.01713
M3q,23:42,82.05,63.62,0.01691
M3q,23:48,81.91,59.32,0.01615
M3q,23:54,82.10,59.71,0.01577
M4l,00:00,96.60,7.25,0.00473
M4l,00:06,96.29,7.62,0.00592
M4l,00:12,96.08,8.34,0.00517
M4l,00:18,97.47,6.44,0.00502
M4l,00:24,101.32,4.91,0.00518
M4l,00:30,100.00,5.50,0.00371
M4l,00:36,95.00,6.00,0.00507
M4l,00:42,91.87,4.79,0.00543
M4l,00:48,97.20,4.36,0.00582
M4l,00:54,97.18,3.50,0.00425
M4l,01:00,91.21,3.32,0.00491
M4l,01:06,95.88,3.77,0.00516
M4l,01:12,92.97,3.10,0.00566
M4l,01:18,95.38,3.46,0.00533
M4l,01:24,98.24,3.93,0.00462
M4l,01:30,91.63,3.14,0.00541
M4l,01:36,99.16,3.04,0.00515
M4l,01:42,88.52,3.14,0.00608
M4l,01:48,97.38,3.03,0.00633
M4l,01:54,97.44,2.89,0.00466
M4l,02:00,99.53,2.72,0.00418
M4l,02:06,93.24,2.30,0.00457
M4l,02:12,96.96,2.26,0.00508
M4l,02:18,94.32,2.37,0.00600
M4l,02:24,88.73,3.07,0.00473
M4l,02:30,90.04,3.64,0.00420
M4l,02:36,85.73,2.83,0.00540
M4l,02:42,94.79,3.71,0.00618
M4l,02:48,95.01,2.50,0.00423
M4l,02:54,93.87,3.15,0.00602
M4l,03:00,90.80,3.11,0.00535
M4l,03:06,98.41,3.39,0.00616
M4l,03:12,82.12,2.65,0.00552
M4l,03:18,93.05,4.19,0.00493
M4l,03:24,96.51,3.21,0.00514
M4l,03:30,101.18,4.30,0.00494
M4l,03:36,100.69,5.56,0.00556
M4l,03:42,101.06,6.85,0.00503
M4l,03:48,97.35,6.19,0.00533
M4l,03:54,101.90,5.89,0.00471
M4l,04:00,98.14,5.58,0.00481
M4l,04:06,98.19,6.08,0.00548
M4l,04:12,97.69,7.42,0.00612
M4l,04:18,97.26,8.88,0.00629
M4l,04:24,98.24,8.81,0.00591
M4l,04:30,97.11,12.37,0.00648
M4l,04:36,99.57,14.42,0.00660
M4l,04:42,99.48,17.31,0.00793
M4l,04:48,99.35,12.78,0.00645
M4l,04:54,100.36,13.07,0.00654
M4l,05:00,95.25,16.11,0.00835
M4l,05:06,97.40,18.03,0.00786
M4l,05:12,95.08,21.43,0.00846
M4l,05:18,98.67,25.70,0.00996
M4l,05:24,98.20,31.00,0.01092
M4l,05:30,97.94,39.50,0.01215
M4l,05:36,99.92,44.73,0.01266
M4l,05:42,100.17,48.30,0.01369
M4l,05:48,102.45,48.63,0.01308
M4l,05:54,100.24,47.67,0.01287
M4l,06:00,97.55,52.77,0.01482
M4l,06:06,97.18,62.37,0.01689
M4l,06:12,97.68,79.90,0.02058
M4l,06:18,97.45,99.13,0.02452
M4l,06:24,95.09,117.73,0.02988
M4l,06:30,93.68,164.20,0.04192
M4l,06:36,90.88,192.73,0.05054
M4l,06:42,79.05,223.90,0.06989
M4l,06:48,45.79,198.83,0.16822
M4l,06:54,36.24,168.33,0.21953
M4l,07:00,34.85,147.87,0.21699
M4l,07:06,33.92,119.94,0.20900
M4l,07:12,41.19,130.78,0.19233
M4l,07:18,47.86,126.26,0.14470
M4l,07:24,55.59,128.69,0.11649
M4l,07:30,54.86,124.68,0.12430
M4l,07:36,60.94,118.06,0.10892
M4l,07:42,63.80,134.24,0.10342
M4l,07:48,59.84,135.32,0.11081
M4l,07:54,59.40,133.00,0.11617
M4l,08:00,54.58,131.79,0.12710
M4l,08:06,51.68,136.58,0.13047
M4l,08:12,52.56,133.97,0.14788
M4l,08:18,55.70,131.47,0.13786
M4l,08:24,57.46,124.92,0.11509
M4l,08:30,62.43,133.25,0.10882
M4l,08:36,60.52,135.66,0.13327
M4l,08:42,63.00,131.86,0.11152
M4l,08:48,67.21,120.90,0.09474
M4l,08:54,71.67,123.00,0.08921
M4l,09:00,72.79,121.76,0.08657
M4l,09:06,75.07,117.61,0.08263
M4l,09:12,79.91,119.26,0.06643
M4l,09:18,85.39,120.18,0.05590
M4l,09:24,88.08,113.87,0.04595
M4l,09:30,85.34,117.74,0.05164
M4l,09:36,89.50,111.70,0.04433
M4l,09:42,91.45,111.22,0.03557
M4l,09:48,92.60,112.11,0.03899
M4l,09:54,92.70,104.72,0.03355
M4l,10:00,92.45,101.16,0.03589
M4l,10:06,91.82,100.47,0.03517
M4l,10:12,92.96,99.03,0.02782
M4l,10:18,94.86,102.11,0.02737
M4l,10:24,94.77,98.97,0.02701
M4l,10:30,94.54,101.86,0.02744
M4l,10:36,94.93,99.00,0.02662
M4l,10:42,95.32,91.58,0.02504
M4l,10:48,95.12,92.89,0.02484
M4l,10:54,94.83,93.16,0.02555
M4l,11:00,95.18,88.00,0.02382
M4l,11:06,92.73,85.95,0.02337
M4l,11:12,95.40,90.22,0.02442
M4l,11:18,94.53,92.03,0.02536
M4l,11:24,94.96,95.00,0.02549
M4l,11:30,95.17,94.37,0.02538
M4l,11:36,95.63,91.68,0.02440
M4l,11:42,95.62,91.53,0.02480
M4l,11:48,96.46,90.63,0.02413
M4l,11:54,96.91,89.46,0.02399
M4l,12:00,96.40,93.33,0.02431
M4l,12:06,96.44,93.64,0.02397
M4l,12:12,96.82,88.03,0.02237
M4l,12:18,96.48,87.59,0.02310
M4l,12:24,96.37,84.67,0.02186
M4l,12:30,96.81,81.95,0.02165
M4l,12:36,96.58,84.56,0.02215
M4l,12:42,96.83,79.44,0.02122
M4l,12:48,96.72,76.03,0.02070
M4l,12:54,96.12,75.97,0.02106
M4l,13:00,95.88,80.51,0.02173
M4l,13:06,95.36,85.77,0.02328
M4l,13:12,95.13,87.54,0.02325
M4l,13:18,94.97,94.42,0.02567
M4l,13:24,95.37,94.63,0.02474
M4l,13:30,95.33,100.00,0.02608
M4l,13:36,95.72,103.05,0.02742
M4l,13:42,95.16,105.37,0.02761
M4l,13:48,95.24,95.13,0.02495
M4l,13:54,95.55,92.84,0.02427
M4l,14:00,95.45,91.26,0.02380
M4l,14:06,95.76,100.55,0.02603
M4l,14:12,95.35,94.89,0.02502
M4l,14:18,94.71,93.00,0.02478
M4l,14:24,94.69,87.66,0.02342
M4l,14:30,94.51,93.34,0.02466
M4l,14:36,94.65,90.24,0.02380
M4l,14:42,95.53,90.29,0.02394
M4l,14:48,95.35,85.76,0.02274
M4l,14:54,95.41,86.42,0.02275
M4l,15:00,94.87,82.29,0.02222
M4l,15:06,95.35,83.26,0.02205
M4l,15:12,94.71,88.18,0.02367
M4l,15:18,95.23,87.73,0.02358
M4l,15:24,94.52,88.76,0.02410
M4l,15:30,95.10,91.29,0.02393
M4l,15:36,94.98,95.59,0.02474
M4l,15:42,95.01,93.74,0.02442
M4l,15:48,95.57,93.05,0.02395
M4l,15:54,95.90,91.30,0.02322
M4l,16:00,95.82,88.61,0.02374
M4l,16:06,95.45,99.03,0.02602
M4l,16:12,95.13,92.50,0.02439
M4l,16:18,95.23,97.06,0.02472
M4l,16:24,95.35,94.68,0.02516
M4l,16:30,95.13,99.11,0.02553
M4l,16:36,95.29,95.84,0.02453
M4l,16:42,95.44,96.63,0.02481
M4l,16:48,95.49,98.08,0.02499
M4l,16:54,96.10,98.16,0.02453
M4l,17:00,96.12,100.41,0.02513
M4l,17:06,94.51,107.92,0.02771
M4l,17:12,94.94,109.62,0.02761
M4l,17:18,95.32,108.08,0.02697
M4l,17:24,95.21,101.56,0.02583
M4l,17:30,95.12,101.53,0.02576
M4l,17:36,94.16,104.97,0.02630
M4l,17:42,94.49,98.92,0.02451
M4l,17:48,95.31,94.22,0.02416
M4l,17:54,94.71,93.86,0.02364
M4l,18:00,95.35,92.97,0.02299
M4l,18:06,93.83,99.89,0.02518
M4l,18:12,93.44,98.33,0.02486
M4l,18:18,93.30,104.26,0.02641
M4l,18:24,94.26,99.69,0.02463
M4l,18:30,93.55,97.66,0.02450
M4l,18:36,92.54,93.66,0.02379
M4l,18:42,93.04,90.49,0.02368
M4l,18:48,91.33,84.54,0.02309
M4l,18:54,91.50,84.66,0.02332
M4l,19:00,90.43,79.74,0.02559
M4l,19:06,90.54,82.26,0.02637
M4l,19:12,91.92,85.32,0.02605
M4l,19:18,92.80,82.59,0.02390
M4l,19:24,93.94,78.06,0.02010
M4l,19:30,95.03,78.09,0.01940
M4l,19:36,94.08,73.09,0.01850
M4l,19:42,95.73,69.91,0.01781
M4l,19:48,96.64,66.12,0.01654
M4l,19:54,96.99,61.06,0.01524
M4l,20:00,97.92,60.38,0.01500
M4l,20:06,97.34,53.47,0.01382
M4l,20:12,96.34,49.91,0.01305
M4l,20:18,97.09,46.12,0.01220
M4l,20:24,97.04,44.03,0.01164
M4l,20:30,98.05,40.12,0.01116
M4l,20:36,94.20,37.59,0.01063
M4l,20:42,95.65,33.03,0.01016
M4l,20:48,97.06,30.12,0.00981
M4l,20:54,97.35,27.53,0.00908
M4l,21:00,96.44,23.71,0.00837
M4l,21:06,97.40,26.76,0.00927
M4l,21:12,97.26,27.42,0.00909
M4l,21:18,94.98,24.53,0.00803
M4l,21:24,96.65,23.55,0.00838
M4l,21:30,96.73,21.65,0.00777
M4l,21:36,97.11,21.43,0.00817
M4l,21:42,96.32,19.85,0.00740
M4l,21:48,96.92,20.50,0.00820
M4l,21:54,94.21,17.71,0.01301
M4l,22:00,95.86,21.50,0.00746
M4l,22:06,95.77,25.48,0.00841
M4l,22:12,95.79,19.97,0.00753
M4l,22:18,95.91,17.61,0.00732
M4l,22:24,97.08,17.59,0.00691
M4l,22:30,95.84,16.33,0.00691
M4l,22:36,96.70,15.41,0.00675
M4l,22:42,95.15,14.72,0.00632
M4l,22:48,95.55,14.03,0.00680
M4l,22:54,96.55,13.97,0.00634
M4l,23:00,96.15,14.07,0.00592
M4l,23:06,96.90,13.28,0.00669
M4l,23:12,95.39,11.34,0.00572
M4l,23:18,94.94,11.65,0.00553
M4l,23:24,94.04,10.94,0.00589
M4l,23:30,88.69,10.94,0.00671
M4l,23:36,94.80,8.78,0.00518
M4l,23:42,96.49,10.61,0.00624
M4l,23:48,97.19,9.19,0.00517
M4l,23:54,95.91,6.71,0.00458
M4m,00:00,95.70,6.97,0.00521
M4m,00:06,97.85,7.79,0.00503
M4m,00:12,98.12,7.55,0.00496
M4m,00:18,97.59,6.64,0.00399
M4m,00:24,97.32,5.12,0.00407
M4m,00:30,102.47,5.30,0.00408
M4m,00:36,95.87,6.03,0.00441
M4m,00:42,93.72,4.88,0.00468
M4m,00:48,98.97,4.39,0.00474
M4m,00:54,99.89,3.44,0.00448
M4m,01:00,90.66,3.41,0.00463
M4m,01:06,98.01,3.56,0.00450
M4m,01:12,97.83,3.06,0.00488
M4m,01:18,99.86,3.43,0.00477
M4m,01:24,100.68,4.14,0.00419
M4m,01:30,93.32,3.17,0.00523
M4m,01:36,92.55,2.89,0.00385
M4m,01:42,90.41,3.24,0.00517
M4m,01:48,94.07,3.27,0.00469
M4m,01:54,94.89,3.10,0.00446
M4m,02:00,97.09,2.64,0.00457
M4m,02:06,88.74,2.33,0.00461
M4m,02:12,92.69,2.11,0.00383
M4m,02:18,95.23,2.48,0.00565
M4m,02:24,93.54,3.54,0.00530
M4m,02:30,90.61,3.29,0.00551
M4m,02:36,91.20,3.08,0.00587
M4m,02:42,98.06,3.20,0.00512
M4m,02:48,99.49,2.73,0.00562
M4m,02:54,97.37,2.87,0.00562
M4m,03:00,91.56,3.14,0.00467
M4m,03:06,99.38,3.69,0.00542
M4m,03:12,84.90,2.58,0.00546
M4m,03:18,93.70,3.55,0.00407
M4m,03:24,97.85,3.43,0.00419
M4m,03:30,100.67,4.20,0.00534
M4m,03:36,101.51,5.76,0.00522
M4m,03:42,101.85,6.80,0.00454
M4m,03:48,100.61,5.93,0.00484
M4m,03:54,100.90,5.62,0.00491
M4m,04:00,95.58,5.10,0.00467
M4m,04:06,99.32,5.93,0.00568
M4m,04:12,97.12,6.93,0.00554
M4m,04:18,97.19,8.24,0.00547
M4m,04:24,100.47,8.93,0.00547
M4m,04:30,99.39,11.90,0.00571
M4m,04:36,100.41,13.70,0.00631
M4m,04:42,102.20,15.52,0.00603
M4m,04:48,101.80,12.77,0.00537
M4m,04:54,100.73,12.39,0.00594
M4m,05:00,94.38,14.71,0.00736
M4m,05:06,98.52,17.88,0.00782
M4m,05:12,101.06,19.88,0.00736
M4m,05:18,100.20,25.79,0.00885
M4m,05:24,100.72,29.15,0.00930
M4m,05:30,100.41,37.76,0.01034
M4m,05:36,101.93,43.15,0.01138
M4m,05:42,101.93,46.82,0.01238
M4m,05:48,104.47,46.53,0.01218
M4m,05:54,102.55,46.32,0.01164
M4m,06:00,99.57,51.21,0.01349
M4m,06:06,99.57,59.21,0.01553
M4m,06:12,100.49,77.32,0.01905
M4m,06:18,100.28,96.74,0.02283
M4m,06:24,97.98,112.79,0.02713
M4m,06:30,97.79,153.06,0.03719
M4m,06:36,95.29,189.84,0.04685
M4m,06:42,91.38,204.03,0.05523
M4m,06:48,73.08,219.47,0.08015
M4m,06:54,55.76,168.79,0.12557
M4m,07:00,54.21,152.38,0.13836
M4m,07:06,53.98,128.29,0.12739
M4m,07:12,60.19,130.12,0.10116
M4m,07:18,69.03,126.94,0.08153
M4m,07:24,74.13,130.03,0.06908
M4m,07:30,82.23,127.09,0.05080
M4m,07:36,80.09,126.24,0.05574
M4m,07:42,77.51,130.62,0.07136
M4m,07:48,80.66,130.11,0.05780
M4m,07:54,78.28,140.54,0.07266
M4m,08:00,75.71,135.61,0.07251
M4m,08:06,71.44,138.08,0.09065
M4m,08:12,69.21,137.83,0.15430
M4m,08:18,71.15,136.83,0.08626
M4m,08:24,76.55,130.55,0.07139
M4m,08:30,78.12,136.13,0.08298
M4m,08:36,76.36,135.13,0.08500
M4m,08:42,78.88,140.24,0.07538
M4m,08:48,78.00,123.77,0.08222
M4m,08:54,80.26,129.85,0.07468
M4m,09:00,80.37,122.79,0.07481
M4m,09:06,83.22,122.61,0.06102
M4m,09:12,84.43,122.15,0.04979
M4m,09:18,91.14,120.67,0.04104
M4m,09:24,93.00,116.08,0.04043
M4m,09:30,90.13,117.67,0.04262
M4m,09:36,94.39,110.66,0.03485
M4m,09:42,94.62,106.71,0.03446
M4m,09:48,94.48,112.11,0.03588
M4m,09:54,94.80,104.08,0.03089
M4m,10:00,94.33,101.51,0.03558
M4m,10:06,94.99,97.22,0.02600
M4m,10:12,95.76,99.08,0.02611
M4m,10:18,96.38,101.28,0.02642
M4m,10:24,96.76,96.58,0.02539
M4m,10:30,96.35,99.31,0.02597
M4m,10:36,96.44,96.69,0.02531
M4m,10:42,96.66,92.19,0.02502
M4m,10:48,96.61,92.31,0.02380
M4m,10:54,96.54,92.95,0.02443
M4m,11:00,96.72,89.41,0.02332
M4m,11:06,94.12,84.97,0.02256
M4m,11:12,96.91,89.34,0.02385
M4m,11:18,96.32,90.58,0.02401
M4m,11:24,96.63,92.49,0.02402
M4m,11:30,97.35,93.11,0.02406
M4m,11:36,97.76,90.84,0.02317
M4m,11:42,97.57,90.63,0.02340
M4m,11:48,98.35,90.16,0.02310
M4m,11:54,98.71,90.29,0.02268
M4m,12:00,98.02,93.47,0.02362
M4m,12:06,98.45,91.50,0.02233
M4m,12:12,98.81,89.11,0.02163
M4m,12:18,98.30,87.63,0.02213
M4m,12:24,98.16,82.21,0.02105
M4m,12:30,98.66,81.89,0.02072
M4m,12:36,98.43,84.97,0.02125
M4m,12:42,98.78,79.26,0.02023
M4m,12:48,98.77,75.58,0.01950
M4m,12:54,98.09,75.49,0.01983
M4m,13:00,97.39,80.33,0.02078
M4m,13:06,97.57,83.90,0.02167
M4m,13:12,97.23,87.64,0.02242
M4m,13:18,97.28,92.54,0.02388
M4m,13:24,97.31,93.54,0.02360
M4m,13:30,97.51,98.72,0.02485
M4m,13:36,97.71,102.49,0.02597
M4m,13:42,97.63,104.87,0.02602
M4m,13:48,97.45,93.74,0.02357
M4m,13:54,97.77,92.23,0.02293
M4m,14:00,97.57,90.31,0.02234
M4m,14:06,97.59,99.51,0.02475
M4m,14:12,97.38,95.13,0.02425
M4m,14:18,96.93,91.90,0.02337
M4m,14:24,96.93,88.46,0.02262
M4m,14:30,96.52,91.36,0.02319
M4m,14:36,96.78,90.36,0.02287
M4m,14:42,97.19,89.08,0.02258
M4m,14:48,97.33,86.85,0.02177
M4m,14:54,97.17,85.59,0.02163
M4m,15:00,96.49,81.87,0.02134
M4m,15:06,96.61,82.54,0.02130
M4m,15:12,96.46,87.21,0.02237
M4m,15:18,96.91,87.74,0.02257
M4m,15:24,96.29,86.54,0.02248
M4m,15:30,96.52,91.56,0.02299
M4m,15:36,96.39,94.42,0.02358
M4m,15:42,96.74,90.92,0.02310
M4m,15:48,96.98,91.31,0.02282
M4m,15:54,96.81,90.00,0.02215
M4m,16:00,96.88,86.49,0.02233
M4m,16:06,96.60,98.44,0.02470
M4m,16:12,96.23,91.31,0.02378
M4m,16:18,96.43,96.30,0.02366
M4m,16:24,96.45,94.51,0.02414
M4m,16:30,96.44,98.28,0.02426
M4m,16:36,96.44,95.49,0.02358
M4m,16:42,96.43,98.51,0.02446
M4m,16:48,96.93,98.53,0.02384
M4m,16:54,97.16,98.45,0.02406
M4m,17:00,97.00,102.32,0.02480
M4m,17:06,96.12,109.16,0.02691
M4m,17:12,96.61,109.18,0.02649
M4m,17:18,97.06,109.32,0.02631
M4m,17:24,96.90,102.16,0.02490
M4m,17:30,96.72,102.14,0.02482
M4m,17:36,96.56,104.84,0.02491
M4m,17:42,96.63,98.97,0.02368
M4m,17:48,97.31,96.24,0.02364
M4m,17:54,96.64,95.81,0.02316
M4m,18:00,97.24,93.24,0.02210
M4m,18:06,96.60,103.38,0.02478
M4m,18:12,96.27,100.84,0.02438
M4m,18:18,96.76,105.17,0.02523
M4m,18:24,97.02,101.50,0.02402
M4m,18:30,97.06,99.08,0.02354
M4m,18:36,96.71,96.17,0.02281
M4m,18:42,97.74,90.22,0.02113
M4m,18:48,96.74,86.28,0.02045
M4m,18:54,97.72,84.53,0.01998
M4m,19:00,97.20,85.78,0.02035
M4m,19:06,97.14,84.28,0.02012
M4m,19:12,97.97,87.03,0.02040
M4m,19:18,97.90,84.25,0.01962
M4m,19:24,98.35,78.33,0.01859
M4m,19:30,98.25,80.69,0.01892
M4m,19:36,98.26,75.42,0.01780
M4m,19:42,99.14,71.47,0.01692
M4m,19:48,99.31,65.72,0.01545
M4m,19:54,99.17,60.81,0.01452
M4m,20:00,100.61,60.31,0.01394
M4m,20:06,99.72,53.58,0.01281
M4m,20:12,99.19,51.53,0.01278
M4m,20:18,99.48,47.00,0.01140
M4m,20:24,100.01,43.42,0.01135
M4m,20:30,99.64,40.53,0.01042
M4m,20:36,99.64,37.03,0.00977
M4m,20:42,98.04,33.40,0.01004
M4m,20:48,99.44,31.09,0.00895
M4m,20:54,99.47,26.71,0.00814
M4m,21:00,96.26,23.78,0.00764
M4m,21:06,97.10,26.25,0.00792
M4m,21:12,99.34,27.11,0.00819
M4m,21:18,98.54,23.67,0.00725
M4m,21:24,99.57,23.74,0.00757
M4m,21:30,98.96,21.36,0.00663
M4m,21:36,95.73,21.75,0.00704
M4m,21:42,98.78,20.00,0.00693
M4m,21:48,99.11,20.97,0.00746
M4m,21:54,98.51,18.59,0.00602
M4m,22:00,97.93,22.31,0.00722
M4m,22:06,97.33,25.65,0.00754
M4m,22:12,97.55,20.06,0.00694
M4m,22:18,97.60,18.68,0.00661
M4m,22:24,95.98,17.54,0.00647
M4m,22:30,97.83,16.20,0.00625
M4m,22:36,98.48,15.85,0.00570
M4m,22:42,97.69,14.18,0.00569
M4m,22:48,97.78,15.12,0.00645
M4m,22:54,98.56,14.06,0.00528
M4m,23:00,98.72,14.25,0.00596
M4m,23:06,95.46,12.97,0.00589
M4m,23:12,97.53,11.67,0.00525
M4m,23:18,97.24,11.34,0.00531
M4m,23:24,92.25,10.79,0.00456
M4m,23:30,98.05,11.31,0.00496
M4m,23:36,97.42,9.44,0.00471
M4m,23:42,97.54,10.84,0.00547
M4m,23:48,99.57,9.22,0.00471
M4m,23:54,96.56,6.88,0.00402
M4n,00:00,95.11,7.04,0.00558
M4n,00:06,95.02,7.43,0.00527
M4n,00:12,93.55,7.43,0.00504
M4n,00:18,95.13,5.78,0.00493
M4n,00:24,93.16,4.96,0.00418
M4n,00:30,97.37,5.37,0.00409
M4n,00:36,90.87,6.14,0.00505
M4n,00:42,93.78,5.19,0.00680
M4n,00:48,96.15,4.32,0.00440
M4n,00:54,98.50,3.48,0.00484
M4n,01:00,92.41,3.48,0.00462
M4n,01:06,92.85,3.44,0.00697
M4n,01:12,92.73,3.19,0.00551
M4n,01:18,92.51,3.50,0.00461
M4n,01:24,94.03,3.92,0.00493
M4n,01:30,93.88,3.56,0.00628
M4n,01:36,94.16,2.84,0.00466
M4n,01:42,83.83,3.12,0.00511
M4n,01:48,91.46,2.88,0.00535
M4n,01:54,95.48,2.96,0.00626
M4n,02:00,93.65,2.62,0.00524
M4n,02:06,93.37,2.79,0.00493
M4n,02:12,89.12,2.00,0.00398
M4n,02:18,93.09,2.38,0.00551
M4n,02:24,85.30,3.04,0.00580
M4n,02:30,87.66,3.04,0.00555
M4n,02:36,92.17,3.17,0.01049
M4n,02:42,98.52,3.24,0.00506
M4n,02:48,94.58,2.79,0.00468
M4n,02:54,93.76,2.67,0.00402
M4n,03:00,94.83,3.42,0.00423
M4n,03:06,93.80,3.75,0.00581
M4n,03:12,90.77,3.11,0.00486
M4n,03:18,88.04,3.56,0.00489
M4n,03:24,94.24,3.32,0.00481
M4n,03:30,98.87,4.72,0.00495
M4n,03:36,100.63,5.52,0.00568
M4n,03:42,100.20,6.88,0.00510
M4n,03:48,97.45,6.17,0.00512
M4n,03:54,98.97,5.96,0.00609
M4n,04:00,96.90,5.50,0.00554
M4n,04:06,96.24,5.92,0.00655
M4n,04:12,95.80,7.56,0.00695
M4n,04:18,94.89,8.72,0.00597
M4n,04:24,96.64,8.96,0.00611
M4n,04:30,97.03,12.24,0.00607
M4n,04:36,97.43,14.68,0.00687
M4n,04:42,99.10,15.77,0.00763
M4n,04:48,98.17,12.08,0.00646
M4n,04:54,96.97,13.65,0.00653
M4n,05:00,95.91,16.04,0.00751
M4n,05:06,96.36,18.56,0.00749
M4n,05:12,97.92,20.22,0.00823
M4n,05:18,97.96,26.86,0.01022
M4n,05:24,97.13,31.50,0.01028
M4n,05:30,96.37,40.68,0.01208
M4n,05:36,98.91,44.21,0.01256
M4n,05:42,99.30,49.18,0.01348
M4n,05:48,102.08,45.96,0.01281
M4n,05:54,99.05,47.14,0.01308
M4n,06:00,97.08,52.71,0.01462
M4n,06:06,97.41,62.61,0.01617
M4n,06:12,97.13,82.00,0.02058
M4n,06:18,97.46,97.39,0.02350
M4n,06:24,95.58,122.54,0.02978
M4n,06:30,94.93,161.96,0.03934
M4n,06:36,92.79,200.21,0.04934
M4n,06:42,91.07,229.32,0.05766
M4n,06:48,86.78,227.39,0.06134
M4n,06:54,82.27,190.50,0.05602
M4n,07:00,80.65,157.57,0.05661
M4n,07:06,85.19,132.76,0.04460
M4n,07:12,87.93,130.37,0.03815
M4n,07:18,92.13,131.93,0.03426
M4n,07:24,93.45,133.21,0.03268
M4n,07:30,92.08,131.82,0.03717
M4n,07:36,93.24,133.27,0.03577
M4n,07:42,95.46,138.03,0.03372
M4n,07:48,95.04,146.14,0.03593
M4n,07:54,94.56,153.66,0.03774
M4n,08:00,90.66,152.38,0.04143
M4n,08:06,90.84,146.59,0.04295
M4n,08:12,89.04,157.32,0.04516
M4n,08:18,90.79,143.07,0.04298
M4n,08:24,90.90,134.77,0.04331
M4n,08:30,91.28,144.77,0.04228
M4n,08:36,91.76,140.88,0.03795
